raw_tweets,label
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url> <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
Histopathology: Cytoplasmic msh <allcaps>2 immunoreactivity in a patient with Lynch syndrome with an epcam <allcaps>-msh <allcaps>2 fusion:    <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  <hashtag> Lynchsyndrome <hashtag> Gencsm <allcaps>: Gratitude for the follow  Yours  Georgia @ the <hashtag> Nonprofit <url>,1
<user>  says appropriate surveillance for patients with fap <allcaps> / map <allcaps> or Lynch Syndrome may attenuate disease pr <url>,1
rt <allcaps>  <user> : learning to speak my truth through <hashtag> LynchSyndrome <hashtag> Depression <hashtag> Menopause <url>,1
<user>   <user>  We r seeing the Lynch Syndrome in full display from all the blacks w r antiMcebo bc they r antiblk progress,1
rt <allcaps>  <user> :  <user>  the willie lynch syndrome <hashtag> mansonebatez,1
<user>  the willie lynch syndrome <hashtag> mansonebatez,1
Great article  <user>    Summarizes aspirations & major barriers w /  cascade testing in all Tier1 conditions  <url>,1
learning to speak my truth through <hashtag> LynchSyndrome <hashtag> Depression <hashtag> Menopause <url>,1
rt <allcaps>  <user> : <hashtag> Lynchsyndrome <hashtag> News: Utah family with the cancer gene takes action - <url>,1
<hashtag> fhs <allcaps>ummit16 <hashtag> Knowfh <allcaps> [mjk <allcaps>] and for <hashtag> LynchSyndrome <url>,1
<hashtag> fhs <allcaps>ummit16 <hashtag> Knowfh <allcaps> [mjk <allcaps>] Action plan for Tier 1  <hashtag> fh <allcaps>  <allcaps> <hashtag> hboc <allcaps> <allcaps> and <hashtag> LynchSyndrome <url>,1
rt <allcaps>  <user> : some days <hashtag> LynchSyndrome is a real drag  <hashtag> Surviving <hashtag> Thriving <url> <url>,1
rt <allcaps>  <user> : Check out this great blog from an awesome young lady from a great family  <hashtag> Lynchsyndrome <hashtag> youngadvocate <hashtag> futurestar <url>,1
<user>  i think its that Willie Lynch Syndrome that was taught and then inherited since slavery,1
<hashtag> Lynchsyndrome <hashtag> News: Utah family with the cancer gene takes action - <url>,1
rt <allcaps>  <user> : Lynch Syndrome Au: <hashtag> CanForum  <user> : Prof Sandra O'Toole: 'there are incredible breakthroughs <url>,1
Lynch Syndrome Au: <hashtag> CanForum  <user> : Prof Sandra O'Toole: 'there are incredible breakthroughs <url>,1
<user>   <user>   <user>  Because of Willie Lynch Syndrome  bm <allcaps> have no understanding what protection minus oppression is,1
<user>   <user>   <user>  Because of Willie Lynch syndrome  bw <allcaps> have no reasonable expectation of protection for our men,1
rt <allcaps>  <user> :  <user>   <user>  Decolonization is about unchaining ourselves as black people from the Willy Lynch syndrome,1
<user>   <user>  Decolonization is about unchaining ourselves as black people from the Willy Lynch syndrome,1
<hashtag> CanForum <hashtag> RareCancers 'cancer  a community problem involving everyone  not just the patient' especially true for those with <hashtag> LynchSyndrome,1
rt <allcaps>  <user> : Read a guest blog from one 11 y / o making a difference  <hashtag> coloncancer <hashtag> lynchsyndrome  <user>   <user>  <url>,1
<user>  Dr  Liz Jaffee at <hashtag> CancerMoonshot discussing <hashtag> Lynchsyndrome testing,1
Seems America could use some cheering up right now    what some Canadians are saying <hashtag> tellamericaitsgreat <hashtag> ovariancancer <hashtag> lynchsyndrome,1
rt <allcaps>  <user> : and mortality rates as a comparison  it's not sufficient to simply talk about 'common' <hashtag> ovariancancer <hashtag> lynchsyndrome <hashtag> o,1
depending on stats urothelial (ureter   ) is the 3rd most common risk in <hashtag> LynchSyndrome <hashtag> ovariancancer <hashtag> cancer    <url>,1
dyk <allcaps> <hashtag> LynchSyndrome increases the risk of <hashtag> colorectal  <hashtag> endometrial  <hashtag> gastric and <hashtag> ovarian <hashtag> cancers  Learn more  <url>,1
and mortality rates as a comparison  it's not sufficient to simply talk about 'common' <hashtag> ovariancancer <url>,1
Willie lynch syndrome bro <url>,1
<user>   <user>   <user>   <user>   <user> : Not the only advocacy group to do this either  <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps>,1
rt <allcaps>  <user> : Lifestyle in Lynch Syndrome patients <url> <hashtag> LynchSyndrome <url>,1
rt <allcaps>  <user> : Universal tumor screening for <hashtag> Lynchsyndrome: health-care providers' perspectives  <url>,1
<user>  yes in cases of lynch syndrome,1
rt <allcaps>  <user> : Join team AliveAndKickn & Mt Sinai Genetics Oct 23  Cross the $50k finish line Lynch Syndrome registry & colon ca htt,1
To be more specific - mh <allcaps>2 gene / Lynch Syndrome is condition in question,1
According to mdandersoncancercenter <hashtag> lynchsyndrome study that I'm in  as well as my  <user>  I <url>,1
cienciasmedicasnews <allcaps>: Universal tumor screening for Lynch syndrome: heal    <url>,1
rt <allcaps>  <user> : Lynch Syndrome & Genetic Testing and Counseling  With  <user>   <user>  <url>,1
rt <allcaps>  <user> : Lynch syndrome research could prevent cancer deaths  <hashtag> cancer <url>,1
See Excellent guide to Lynch Syndrome at <url>,1
rt <allcaps>  <user> : <hashtag> lynchsyndrome acg <allcaps> mtg  a Dx not to miss start universal testing talk with ur pathologist <hashtag> acg2016  <user>,1
some days <hashtag> LynchSyndrome is a real drag  <hashtag> Surviving <hashtag> Thriving <url> <url>,1
<user>   <user>  For which <hashtag> Lynchsyndrome mutation  They are not all the same,1
rt <allcaps>  <user> : dance lightly  words - a poem is about to be born  <hashtag> Surviving <hashtag> LynchSyndrome <hashtag> Depression <url>,1
<hashtag> lynchsyndrome acg <allcaps> mtg  a Dx not to miss start universal testing talk with ur pathologist <hashtag> acg2016  <user>,1
<hashtag> acg <allcaps>2016 <allcaps> lots of questions about Lynch Syndrome and adequate testing,1
rt <allcaps>  <user> : <hashtag> acg2016 lynch syndrome requires a true partnership between patients and providers to manage,1
<hashtag> acg2016 lynch syndrome requires a true partnership between patients and providers to manage,1
Have you been diagnosed with <hashtag> Lynchsyndrome  Share your experiences with  <user>  and help improve services <url>,1
rt <allcaps>  <user> : Have you been diagnosed with <hashtag> Lynchsyndrome  Share your experiences with  <user>  and help improve services http,1
<hashtag> nice <allcaps> <allcaps> recommends screening for <hashtag> LynchSyndrome <url>,1
<user>  recommends screening for <hashtag> LynchSyndrome  <user>  <hashtag> colorectalcancer <hashtag> nhs <allcaps> <allcaps> <hashtag> screening <hashtag> geneticconditon <url>,1
rt <allcaps>  <user> :  <user>  teams up with  <user>   <user>  raise awareness to <hashtag> ColonCancer <hashtag> LynchSyndrome <url>,1
<user>  teams up with  <user>   <user>  raise awareness to <hashtag> ColonCancer <hashtag> LynchSyndrome <url>  <user>,1
Lynch Syndrome & Genetic Testing and Counseling  With  <user>   <user>  <url>,1
In 2009  egapp <allcaps> Working Group recommended all colorectal cancer patients be tested for Lynch Syndrome  <url>,1
arup <allcaps> Consult has new info about germline multigene analysis in the evaluation of <hashtag> lynchsyndrome <url> <hashtag> genetictesting,1
rt <allcaps>  <user> :  <user>  it's a game changer for <hashtag> Lynchsyndrome in the uk <allcaps>,1
7 years after <hashtag> egapp <allcaps>  <allcaps>  <user>  recommends universal screening for Lynch Syndrome  <url> <url>,1
rt <allcaps>  <user> : 7 years after <hashtag> egapp <allcaps>  <allcaps>  <user>  recommends universal screening for Lynch Syndrome  <url> <url>,1
We need to find those in the 95% and get Lynch Syndrome patients the screening they need to save <url>,1
rt <allcaps>  <user> : We need to find those in the 95% and get Lynch Syndrome patients the screening they need to save <url>,1
Willie Lynch Syndrome Trick Daddy to Black Women: 'Tighten Up' Before 'Spanish and White' Women Make You 'Useless' <url>,1
rt <allcaps>  <user> : <hashtag> brca <allcaps> <allcaps> <hashtag> Lynchsyndrome <hashtag> HereditaryCancer  <user>  is coming to <hashtag> Chicago  Please click here for more details  https:,1
<hashtag> brca <allcaps> <allcaps> <hashtag> Lynchsyndrome <hashtag> HereditaryCancer  <user>  is coming to <hashtag> Chicago  Please click here for more details  <url>,1
What is <hashtag> pgd <allcaps>  <allcaps> How Can It Help Those with <hashtag> Lynchsyndrome  <url>,1
Join me at this  <user>  screening of Pink & Blue: Colors of <hashtag> HereditaryCancer <url> <hashtag> Gencsm <allcaps> <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps>,1
<hashtag> Lynchsyndrome <hashtag> News: Rees Skillern Cancer Institute Achieves Full Membership To The Lynch Syndrome Screening     - <url>,1
rt <allcaps>  <user> : rcp <allcaps>ath and Bowel Cancer uk <allcaps> call for improved Lynch syndrome testing in young patients <url> <url>,1
Mismatch repair gene mutation spectrum in the Swedish Lynch syndrome population  <url> <url>,1
I suspect few recording artists (or anyone else) can discuss Lynch Syndrome  ivf <allcaps>  pgd <allcaps>  genetics  & payors as coherently as  <user>  - wow,1
Mismatch repair gene mutation spectrum in the Swedish Lynch syndrome <url> sandipn <user>  ca,1
rt <allcaps>  <user> : I suspect few recording artists (or anyone else) can discuss Lynch Syndrome  ivf <allcaps>  pgd <allcaps>  genetics  & payors as coherently as @,1
rt <allcaps>  <user> : In 2009  egapp <allcaps> Working Group recommended all colorectal cancer patients be tested for Lynch Syndrome  <url>,1
A Case of Prostate Cancer in Lynch Syndrome | our paper available online <url>,1
nice <allcaps> recommends screening for Lynch syndrome <url> sandipn <user>  ca,1
rt <allcaps>  <user> : nice <allcaps> recommends screening for Lynch syndrome <url> sandipn <user>  ca,1
rt <allcaps>  <user> : Have you been diagnosed with Lynch syndrome  Share your experiences with us > <url> <url>,1
Have you been diagnosed with Lynch syndrome  Share your experiences with us > <url> <url>,1
For Women With Genetic Conditions  the Pressure to Have Children Grows Over Time <url> by  <user>  <hashtag> LynchSyndrome <hashtag> brca,1
Blood Test Identifies Gene Deformity Known As Lynch Syndrome <url> <url>,1
Great and article by Melanie Breault for women with Lynch syndrome  <url>,1
Blood Test Identifies Gene Deformity Known As Lynch Syndrome: <url>,1
rt <allcaps>  <user> : Great and article by Melanie Breault for women with Lynch syndrome  <url>,1
<hashtag> Lynchsyndrome <hashtag> News: Flash plugin failed to load - <url>,1
<user>   <user>  Willie Lynch syndrome out here  I see you man I see you,1
nice <allcaps> recommends all diagnosed with colorectal cancer be tested for an inherited genetic condition  Lynch syndrome <url>,1
rt <allcaps>  <user> : nice <allcaps> recommends screening for Lynch syndrome <url> <hashtag> pharma <hashtag> health,1
Hi can you help  If you have Lynch syndrome - could you share your story with us  <user>  & help us to impr <url>,1
rt <allcaps>  <user> : Hi can you help  If you have Lynch syndrome - could you share your story with us  <user>  & help us to improve s,1
<hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps>  <user>   <user>  What is pgd <allcaps>  How Can It Help Those with Lynch syndrome  <url>,1
What is pgd <allcaps>  How Can It Help Those with Lynch syndrome  <hashtag> LynchsyndromeVideo <hashtag> English and <hashtag> Spanish: <url>,1
The <hashtag> Documentary  <user>  is coming to <hashtag> Chicago on Dec 1st  Buy your tickets now  <url> <url>,1
rt <allcaps>  <user> :  <user>   <user>   <user>  <hashtag> thanks for supporting <hashtag> lynchsyndrome and the <hashtag> heroic <allcaps> <allcaps> <url>,1
Economic evaluation for mlh <allcaps>1  msh <allcaps>2  msh <allcaps>6  pms <allcaps>2  and epcam <allcaps> found in Lynch syndrome <url> <url>,1
How is the Lynch Syndrome Screening Network saving lives & preventing cancer  <url> <url>,1
rt <allcaps>  <user> : How is the Lynch Syndrome Screening Network saving lives & preventing cancer  <url> <url>,1
"""My gynecologist has been after my uterus for years since she found out that I have Lynch syndrome "" <url>",1
<url> - Blood Test Identifies Gene Deformity Known As Lynch Syndrome <url>,1
mt <allcaps>  <user> : Great article by Melanie Breault for women with <hashtag> Lynch syndrome  <url> <hashtag> fertility preservation,1
The evidence just keep mounting  <hashtag> draintheswamp <hashtag> hillaryforprison <hashtag> fauxdemocracy <hashtag> Lynchsyndrome <hashtag> comey <url>,1
Hillary cant even hold her own damn rallies    and dumbass michelle standing up there selling out her own people   willie lynch syndrome smh,1
Muir-Torre and Lynch syndrome and mmr <allcaps> testing with ihc <allcaps>  <user>  by Dr Claudia Vidal <hashtag> asdp <allcaps>2016 <allcaps> <url>,1
Thank you so much  <user>   And thank you for being part of it  <hashtag> Lynchsyndrome <hashtag> womensissues <url>,1
rt <allcaps>  <user> : Muir-Torre and Lynch syndrome and mmr <allcaps> testing with ihc <allcaps>  <user>  by Dr Claudia Vidal <hashtag> asdp <allcaps>2016 <allcaps> <url>,1
What do brca <allcaps> and Lynch Syndrome have in common  Read more to find out  Thanks to  <user>  for this blog post  <url>,1
rt <allcaps>  <user> : What do brca <allcaps> and Lynch Syndrome have in common  Read more to find out  Thanks to  <user>  for this blog post  http,1
<url> - Blood Test Identifies Gene Deformity Known As <hashtag> Lynch Syndrome <url>,1
Blood Test Identifies Gene Deformity Known As Lynch Syndrome <url>,1
Mismatch repair gene mutation spectrum in the <hashtag> Swedish <hashtag> Lynchsyndrome population  <url>,1
Lynch syndrome and exposure to aristolochic acid in upper-tract urothelial carcinoma: its clinical impact  <url>,1
Germline multi-gene <hashtag> hereditarycancer panel testing in an unselected <hashtag> uterinecancer cohort <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps> <url>,1
rt <allcaps>  <user> : Germline multi-gene <hashtag> hereditarycancer panel testing in an unselected <hashtag> uterinecancer cohort <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps> <url>,1
rt <allcaps>  <user> : So vital that more information is out there on <hashtag> inherited risk <hashtag> lynchsyndrome is also associated with a higher risk of <hashtag> womb,1
So vital that more information is out there on <hashtag> inherited risk <hashtag> lynchsyndrome is also associated with a higher risk <url>,1
rt <allcaps>  <user> : More of this crap from her  Indict her   <hashtag> Lynchsyndrome <hashtag> maga <allcaps>3X <allcaps> <hashtag> draintheswamp starting with her and then <hashtag> comey <allcaps> <allcaps> and t,1
More of this crap from her  Indict her   <hashtag> Lynchsyndrome <hashtag> maga <allcaps>3X <allcaps> <hashtag> draintheswamp starting with her and then <hashtag> comey <allcaps> <allcaps> a <url>,1
Lynch syndrome accounts for 1 in 30 tumours and heightens risk of other cancers <url>,1
Research: Pain evaluation during gynaecological surveillance in women with Lynch syndrome  <url>,1
The cdc <allcaps> Genomics & Health Impact update features Breast Cancer  Lynch Syndrome  Stroke & more  <url>,1
rt <allcaps>  <user> : The cdc <allcaps> Genomics & Health Impact update features Breast Cancer  Lynch Syndrome  Stroke & more  <url>,1
I have recently found out about lynch syndrome  I had never heard of it before  It's worth sharing to raise awarene <url>,1
rt <allcaps>  <user> : I have recently found out about lynch syndrome  I had never heard of it before  It's worth sharing to raise awareness of,1
hey look  you can read about the medical trial i'm taking part in here <url>,1
(Lynch Syndrome) dna <allcaps> repair capacity in multiple pathways predicts <url> sandipn <user>  ca,1
rt <allcaps>  <user> : <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps>  <user>   <user>  What is pgd <allcaps>  How Can It Help Those with Lynch syndrome  <url>,1
<user>  expert answers questions about <hashtag> genetictesting for <hashtag> LynchSyndrome here <url> <hashtag> KnowYourRisk <hashtag> HereditaryCancer,1
rt <allcaps>  <user> : hey look  you can read about the medical trial i'm taking part in here <url>,1
Cost-effectiveness of routine screening for Lynch syndrome in <url> sandipn <user>  ca,1
<user>  lol well I think that could help  Yeah that willie lynch syndrome is still prevalent,1
Willie lynch syndrome at its finest <url>,1
Get ur daily dose of <hashtag> HowDumbCanal <allcaps>ibtardBe  <user>  <hashtag> dikileaks <hashtag> weinergate <hashtag> Lynchsyndrome <hashtag> HillaryForPrison2016 <url>,1
Dublin City Marathon 2016  First outing of Lynch Syndrome Ireland name on a runner  Best of luck Fergal,1
drain <allcaps> the <allcaps> fucking <allcaps> swamp <allcaps> <hashtag> LynchPleads5th <hashtag> Lynchsyndrome <hashtag> Lynchmob <allcaps> <hashtag> doj <allcaps> <allcaps> <url>,1
nice <allcaps> recommends screening for <hashtag> Lynch syndrome - PharmaTimes <url>,1
Pain evaluation during gynaecological surveillance in women with Lynch syndrome  <url>,1
<hashtag> lynchsyndrome the genetic predisposition to <hashtag> ColonCancer <hashtag> endometrialcancer and <hashtag> soccer <hashtag> iamaliveandkickn,1
cienciasmedicasnews <allcaps>: Prevalence of Lynch syndrome in unselected patient    <url>,1
herenciageneticayenfermedad: lynch <allcaps> syndrome <allcaps> || Public Health Genomics Knowledge    <url>,1
My Protein Repair Genes Feel Misdirected <hashtag> LynchSyndrome <url> via  <user>,1
<hashtag> LynchSyndrome Sucks - here is how I cope: cross stitch  <url> via  <user>,1
"<user>   <user>  note <allcaps> to people shouting ""racism <allcaps>"" it starts here <allcaps> <url> <url>",1
"<user>   <user>  note <allcaps> to peopleshouting ""racism <allcaps>"" it starts here <url>",1
<url> - Blood Test Identifies Gene Deformity Known As Lynch Syndrome <url>,1
<hashtag> LynchSyndrome challenges me to show up & live my life  <hashtag> Thriving <url>,1
rt <allcaps>  <user> : Mismatch repair gene mutation spectrum in the <hashtag> Swedish <hashtag> Lynchsyndrome population  <url>,1
Lynch syndrome accounts for 1 in 30 tumours and heightens risk of other cancers <url> via  <user>,1
10 things you need to know about Lynch Syndrome  <url>,1
<user>  I'm staying top of my annual <hashtag> colonoscopy due to Lynch syndrome  Knowledge is Life  <hashtag> lynchsydrome,1
<hashtag> ivf <allcaps> <allcaps> and <hashtag> pgd <allcaps> <allcaps> to prevent passing on <hashtag> LynchSyndrome <url>,1
rt <allcaps>  <user> : <hashtag> LynchSyndrome patients needed to take part in the new <hashtag> heroicr <allcaps>egistry <url> <url>,1
<hashtag> Lynch's loyalties <allcaps> still <allcaps> w /  her former client  not <allcaps> to <hashtag> american <allcaps> <allcaps> <hashtag> justice <allcaps> <allcaps> - <hashtag> NoJusticeNoCountry <hashtag> LynchMustGo <url>,1
Were    theplanes side-by-side or nose2nose  <user>   <user>  SoundProofSessions   <hashtag> Lynchsyndrome <hashtag> BillClinton,1
<user>  later stage colon cancer  We have a genetic mutation called Lynch syndrome,1
Anyone familiar with fap <allcaps> or Lynch Syndrome,1
Lynch syndrome A common <hashtag> cancer <hashtag> risk explained <url> <url>,1
rt <allcaps>  <user> : Lynch syndrome A common <hashtag> cancer <hashtag> risk explained <url> <url>,1
Rare case of pancreatic cancer in lynch syndrome: <url> <hashtag> Cancer <hashtag> Oncology <hashtag> Pancan <allcaps>,1
Public health tools can help find persons at risk for Lynch Syndrome  <url> <url>,1
Finding patients with Lynch Syndrome can save lives & prevent cancer  <url> <url>,1
Nov  <hashtag> GeisingerMyCode results: fh <allcaps> unchanged over Oct   Lynch syndrome picked up 1 patient & cardiomyopathy added 3 <url>,1
rt <allcaps>  <user> : Nov  <hashtag> GeisingerMyCode results: fh <allcaps> unchanged over Oct   Lynch syndrome picked up 1 patient & cardiomyopathy added 3 htt,1
dyk <allcaps> <hashtag> genetictesting may be used to help assess your risk of <hashtag> LynchSyndrome  a common cause of <hashtag> coloncancer  <url>,1
rt <allcaps>  <user> : Finding patients with Lynch Syndrome can save lives & prevent cancer  <url> <url>,1
what rap battle with willy lynch syndrome,1
What is <hashtag> pgd <allcaps> <allcaps>   <url> <hashtag> fertility <hashtag> pregnancy <hashtag> science <hashtag> cancer <hashtag> genetics <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps> <hashtag> hereditarycancer <hashtag> choices,1
rt <allcaps>  <user> : Via  <user>  What is <hashtag> pgd <allcaps> <allcaps>   <url> <hashtag> pregnancy <hashtag> science <hashtag> genetics <hashtag> Lynchsyndrome <hashtag> hereditarycancer,1
Via  <user>  What is <hashtag> pgd <allcaps> <allcaps>   <url> <hashtag> pregnancy <hashtag> science <hashtag> genetics <hashtag> Lynchsyndrome <hashtag> hereditarycancer <hashtag> brca <allcaps> <allcaps> <hashtag> WomensHealth,1
"""Medical Image of the Week: Lynch Syndrome"" was posted on 11 / 2 / 16  <url>",1
"<user>  ""november <allcaps> 2016 - Hereditary Cancer News"" is out  <url> <hashtag> hereditarycancer <hashtag> Lynchsyndrome <hashtag> news <hashtag> Gencsm <allcaps>",1
rt <allcaps>  <user> : A new community is growing  Stories are being shared  Tell yours  <hashtag> lynchsyndrome  <user>  <url>,1
rt <allcaps>  <user> : People with a new diagnosis of <hashtag> ColorectalCancer should be offered genetic testing for Lynch syndrome <url>,1
People with a new diagnosis of <hashtag> ColorectalCancer should be offered genetic testing for Lynch syndrome <url>,1
rt <allcaps>  <user> : What is <hashtag> pgd <allcaps> <allcaps>   <url> <hashtag> fertility <hashtag> pregnancy <hashtag> science <hashtag> cancer <hashtag> genetics <hashtag> Lynchsyndrome <hashtag> brca <allcaps> <allcaps> <hashtag> heredit,1
Yes  Laughter truly is one of the best medicines  That's why Lynch Syndrome International's major Fundraiser is    <url>,1
Tonight  For anyone curious about  <user>  <hashtag> FamilyHistory -Pass it along  <hashtag> endcancer <hashtag> Gyncsm <allcaps> <hashtag> bcsm <hashtag> Gencsm <url>,1
rt <allcaps>  <user> : Yes  Laughter truly is one of the best medicines  That's why Lynch Syndrome International's major Fundraiser is    https:,1
Check out this piece on the Heroic Registry for <hashtag> Lynchsyndrome in the lastest issue of  <user>   cc: <url>,1
<hashtag> Lynchsyndrome and upper tract urothelial carcinoma- clinical impact <url> <hashtag> cancer <hashtag> hereditarycancer,1
Survival outcome in metachronous <hashtag> colorectalcancer after <hashtag> surgery in <hashtag> LynchSyndrome <url>,1
<hashtag> Physician thoughts about <hashtag> aspirin use in <hashtag> LynchSyndrome patients with no history of <hashtag> coloncancer <url>,1
Evaluation of education and psychosocial support offered to <hashtag> LynchSyndrome patients <url>,1
<hashtag> InSight <allcaps> interpretation criteria for mlh <allcaps>1 and msh <allcaps>2 variants <url> <hashtag> vus <allcaps> <allcaps> <hashtag> LynchSyndrome <hashtag> genetics,1
Complexity of <hashtag> LynchSyndrome and <hashtag> mismatchrepair conditions <url> <hashtag> LynchLikeSyndrome <hashtag> cmmrd <allcaps> <allcaps>,1
Summer 2016 Musings <hashtag> 9 The Willie Lynch Syndrome <url> via  <user>,1
Lynch Syndrome International's Scientific Advisory Board member Dr  Patrick Lynch will be be running in the New    <url>,1
<hashtag> ColonCancer <hashtag> LynchSyndrome <hashtag> charmildaviscoloncancerfund <hashtag> Brooklyn <hashtag> Nets We wear <hashtag> Blue for the cause    <url>,1
The latest The histopathology Daily  <url> Thanks to  <user>   <user>   <user>  <hashtag> lynchsyndrome <hashtag> pathology,1
When your family supports you  Happy 7th <hashtag> Cancerversary to me  <hashtag> NeverTooYoung <hashtag> LynchSyndrome <hashtag> BeYourOwnAdvocate <url>,1
arup <allcaps> Consult has new info about <hashtag> germline <hashtag> multigene analysis in the evaluation of <hashtag> lynchsyndrome <url> <hashtag> genetictesting,1
The Impact of Receiving Predictive Genetic Information about <hashtag> LynchSyndrome on <hashtag> Colonoscopy and Smoking Behaviors  <url>,1
Achieving behaviour change for detection of <hashtag> Lynch syndrome <url>,1
rt <allcaps>  <user> : Lynch Syndrome International's Scientific Advisory Board member Dr  Patrick Lynch will be be running in the New    https:,1
<hashtag> GeneticTesting Rees Skillern Cancer Institute has achieved full membership to the Lynch Syndrome Screening Network <url>,1
Rees Skillern Cancer Institute at chi <allcaps> Memorial has achieved full membership to the Lynch Syndrome Screening    <url>,1
rt <allcaps>  <user> : Check out this piece on the Heroic Registry for <hashtag> Lynchsyndrome in the lastest issue of  <user>   cc:  <user>    <user>,1
<user>   <user>  for the record  king of <hashtag> lynchsyndrome is an honorary term <hashtag> uyg <hashtag> iamaliveandkickn,1
Watch on <hashtag> Periscope: Hillary supporters say that blacks are stupid for voting for her  she on Willie Lynch syndrome  <url>,1
With  <user>  illumina  <user>  sharing how a history of <hashtag> lynchsyndrome can turn an <url>,1
<user>  I'm actually following someone with Lynch syndrome  xx,1
Black people always ridiculing each other Lynch Syndrome <hashtag> SaxonwoldShebeen,1
"rt <allcaps>  <user> :  <user>  ""november <allcaps> 2016 - Hereditary Cancer News"" is out  <url> <hashtag> hereditarycancer <hashtag> Lynchsyndrome <hashtag> news",1
rt <allcaps>  <user> : With  <user>  illumina  <user>  sharing how a history of <hashtag> lynchsyndrome can turn an <url>,1
The Willie Lynch Syndrome is alive and well  just like racism,1
nice <allcaps> recommends all bowel cancer patients to be tested for Lynch Syndrome <url>,1
rt <allcaps>  <user> : nice <allcaps> recommends all bowel cancer patients to be tested for Lynch Syndrome <url>,1
nice <allcaps> recommends all bowel cancer patients to be tested for Lynch Syndrome Bowel Cancer uk <allcaps> <url>,1
Visit our online shop and support lynch <allcaps> syndrome <allcaps> uk <allcaps> this Christmas  All the money raised will go towards raising    <url>,1
rt <allcaps>  <user> : Visit our online shop and support lynch <allcaps> syndrome <allcaps> uk <allcaps> this Christmas  All the money raised will go towards raising    ht,1
B: Not performing Lynch Syndrome screening is a missed opportunity in the era of precision medicine <hashtag> AbbottInnov8,1
Have multiple family members been diagnosed w /  colorectal cancer  You might want to be screened for Lynch Syndrome: <url>,1
rt <allcaps>  <user> : Have multiple family members been diagnosed w /  colorectal cancer  You might want to be screened for Lynch Syndrome: ht,1
<user>   <user>  you're exhibiting characteristics of the Wille Lynch syndrome,1
Does <hashtag> GeneticTesting Make Sense for You  <hashtag> brca <allcaps> <allcaps> <hashtag> gencsm <allcaps> <hashtag> LynchSyndrome <hashtag> hereditarycancer  <user>  <url>,1
Willy Lynch Syndrome will forever be upon us  <url>,1
<user>  that was a second test looking for lynch syndrome  Would brca <allcaps> have been part of that panel,1
rt <allcaps>  <user> : Does <hashtag> GeneticTesting Make Sense for You  <hashtag> brca <allcaps> <allcaps> <hashtag> gencsm <allcaps> <hashtag> LynchSyndrome <hashtag> hereditarycancer  <user>  <url>,1
