id,text,clean_text,place,user_location,created_at,username,user_id,class- Yunpeng,class -Laura,Xinsong,Finalize,sum,user_class -Laura,user_class -Yunpeng,notes: Laura,,,
789478098592866304,News: @NICEcomms recommends wider testing for the inherited genetic condition called Lynch syndrome https://t.co/cBo4Ehdq1Z,News   recommends wider testing for the inherited genetic condition called Lynch syndrome ,,UK,Fri Oct 21 14:47:01 +0000 2016,Beating Bowel Cancer,79151420,1,1,,1,1,1,1,,,,
789458957228056576,NEWS: @NICEcomms draft guidance recommending those diagnosed with bowel cancer should be tested for Lynch syndrome https://t.co/YrdQ2yCbtx,NEWS   draft guidance recommending those diagnosed with bowel cancer should be tested for Lynch syndrome ,,UK,Fri Oct 21 13:30:57 +0000 2016,Bowel Cancer UK,107024149,1,1,,1,1,1,1,,,,
789449301533523972,"Test everyone with #bowelcancer for inherited syndrome, NICE urges #Lynchsyndrome @bowelcancer https://t.co/iPAN51RWR6",Test everyone with #bowelcancer for inherited syndrome  NICE urges #Lynchsyndrome  ,,"Basildon, UK",Fri Oct 21 12:52:35 +0000 2016,OnMedica News,42178750,1,1,,1,1,1,0,,,,
789436155427041281,Diagnosed at age 29. Ostomate. Lynch syndrome. Inspiration. Don't miss Lanae's story today.   (photos & story... https://t.co/DRcqAt5ZL6,Diagnosed at age 29  Ostomate  Lynch syndrome  Inspiration  Don t miss Lanae s story today     photos   story    ,,"Springfield, MO",Fri Oct 21 12:00:21 +0000 2016,Fight CRC,20258816,1,1,,1,1,1,0,,,,
789427463277285376,RT @ShewithLynch: #BRCA #Lynchsyndrome #Advocates #Nonprofits heed!   Learn the politics behind #GeneticTesting & #GenePatents  https://t.c,RT   #BRCA #Lynchsyndrome #Advocates #Nonprofits heed    Learn the politics behind #GeneticTesting   #GenePatents  ,,"Evanston, IL",Fri Oct 21 11:25:48 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
789424432540299264,#BRCA #Lynchsyndrome #Advocates #Nonprofits heed!   Learn the politics behind #GeneticTesting & #GenePatents  https://t.co/lzc0UzGLWQ,#BRCA #Lynchsyndrome #Advocates #Nonprofits heed    Learn the politics behind #GeneticTesting   #GenePatents  ,"{'full_name': 'Evanston, IL', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'place_type': 'city', 'name': 'Evanston', 'id': '8b351eeb91372dc7', 'country': 'United States', 'bounding_box': {'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Fri Oct 21 11:13:46 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
789411096369049602,We've been campaigning with others 4 a long time on improving testing for Lynch syndrome so this is good news.  Now https://t.co/j16ePVBoxD,We ve been campaigning with others 4 a long time on improving testing for Lynch syndrome so this is good news   Now ,,"London and the Cotswolds, UK",Fri Oct 21 10:20:46 +0000 2016,Deborah Alsina,118418445,1,2,1,1,2,1,1,,,,
789396335489200129,@philippeFASCINT One reason why people should consult with a #CertifiedGeneticCounselor prior to #GeneticTesting. #Lynchsyndrome #GenCSM, One reason why people should consult with a #CertifiedGeneticCounselor prior to #GeneticTesting  #Lynchsyndrome #GenCSM,"{'full_name': 'Evanston, IL', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'place_type': 'city', 'name': 'Evanston', 'id': '8b351eeb91372dc7', 'country': 'United States', 'bounding_box': {'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Fri Oct 21 09:22:07 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
789395101562712065,"Please #DoNot have #GeneticTesting without seeing a #CertifiedGeneticCounselor! Reach out, I will help you find one https://t.co/XGnz1Yc8ni",Please #DoNot have #GeneticTesting without seeing a #CertifiedGeneticCounselor  Reach out  I will help you find one ,"{'full_name': 'Evanston, IL', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'place_type': 'city', 'name': 'Evanston', 'id': '8b351eeb91372dc7', 'country': 'United States', 'bounding_box': {'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Fri Oct 21 09:17:13 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
789392491266977793,"RT @DebbeMcCall: #FHSummit16 #KnowFH [MJK] Action plan for Tier 1.  #FH, #HBOC and #LynchSyndrome https://t.co/2Bu4tp9rP4",RT   #FHSummit16 #KnowFH  MJK  Action plan for Tier 1   #FH  #HBOC and #LynchSyndrome ,,"Evanston, IL",Fri Oct 21 09:06:50 +0000 2016,Georgia Hurst,932847330,0,1,1,1,2,1,1,,,,
789326275827470336,We know the disease: Willie Lynch Syndrome   WE MUST BE THE CURE!!! https://t.co/BOmj9wGmgL,We know the disease  Willie Lynch Syndrome   WE MUST BE THE CURE    ,,"Atlanta, GA",Fri Oct 21 04:43:43 +0000 2016,Rayne Punky Brewster,23839356,1,0,0,1,2,n/a ,1,,,,
789302709186887680,@THETOPICisCOOL the nicki lynch syndrome working ..., the nicki lynch syndrome working    ,,"New York, USA",Fri Oct 21 03:10:05 +0000 2016,MAejsTY,38613685,1,0,0,1,2,n/a ,0,,,,
789293582775705600,RT @NFCR: Lynch syndrome is an inherited disorder that increases the risk of many types of #cancer incl #ColonCancer & #EndometrialCancer h,RT   Lynch syndrome is an inherited disorder that increases the risk of many types of #cancer incl #ColonCancer   #EndometrialCancer h,,MN Resident | NC Native,Fri Oct 21 02:33:49 +0000 2016,Dr. Charles R Rogers,1232299867,1,1,,1,1,1,1,,,,
789210162460499968,RT @MillennialEYE  Check out this unique case of a patient with a family history of Lynch syndrome: https://t.co/fNSIFNBU7Z,RT   Check out this unique case of a patient with a family history of Lynch syndrome  ,,"Alton, IL",Thu Oct 20 21:02:20 +0000 2016,Ziemer USA,703979111555932160,1,1,,1,1,1,0,"was unsure of how to cude the class because although it seems to be an article about a patient and their unique case, the organization seems to be promoting this article, so labeled it as 1 for promotional materials ",,,
789208437511057408,"RT @cure_magazine: ""[T]his group, often termed 'Lynch-like syndrome' by many reports, stands apart from those with Lynch syndrome."" https:/",RT     T his group  often termed  Lynch-like syndrome  by many reports  stands apart from those with Lynch syndrome   ,,"South West, England",Thu Oct 20 20:55:28 +0000 2016,Wayne,4866443793,1,2,1,1,2,0,1,,,,
789176215655419904,Charlly Kao @ChildrensPhila interesting talk on Lynch syndrome study and power of #NGS piecing parts together new f https://t.co/jyB1tKeWT9,Charlly Kao  interesting talk on Lynch syndrome study and power of #NGS piecing parts together new f ,,,Thu Oct 20 18:47:26 +0000 2016,PFung,3666596536,1,1,,1,1,1,1,,,,
789135592047144961,"""[T]his group, often termed 'Lynch-like syndrome' by many reports, stands apart from those with Lynch syndrome."" https://t.co/vhkp5Cbkde",  T his group  often termed  Lynch-like syndrome  by many reports  stands apart from those with Lynch syndrome   ,,"Plainsboro, N.J.",Thu Oct 20 16:06:01 +0000 2016,CURE Magazine,21411180,1,2,1,1,2,1,1,,,,
789087458172530692,Lynch syndrome is an inherited disorder that increases the risk of many types of #cancer incl #ColonCancer & https://t.co/r7iB2tE89M,Lynch syndrome is an inherited disorder that increases the risk of many types of #cancer incl #ColonCancer   ,,"Bethesda, MD",Thu Oct 20 12:54:45 +0000 2016,NFCR,7879202,1,1,,1,1,1,0,,,,
789052129767981056,RT @DanaFarber: What Is Lynch Syndrome? https://t.co/c5o4BxGuOQ,RT   What Is Lynch Syndrome  ,,,Thu Oct 20 10:34:22 +0000 2016,Jack Lepping,1054010256,1,2,1,1,2,1,0,,,,
788950854669832192,Going on the pill 'can help protect' against #ovariancancer https://t.co/A23jcAtwDC #brca #lynchsyndrome #genetictesting,Going on the pill  can help protect  against #ovariancancer #brca #lynchsyndrome #genetictesting,,"Montreal, Canada",Thu Oct 20 03:51:56 +0000 2016,Karen Lazarovitz,2769478221,1,1,,1,1,0,0,,,,
788950529871413249,What It's Like To Have #OvarianCancer In Your 20s https://t.co/J4fAZHY3Vh #hereditarycancernews #brca #lynchsyndrome #genetictesting,What It s Like To Have #OvarianCancer In Your 20s #hereditarycancernews #brca #lynchsyndrome #genetictesting,,"Montreal, Canada",Thu Oct 20 03:50:38 +0000 2016,Karen Lazarovitz,2769478221,1,2,1,1,2,0,1,,,,
788950283233660928,Streamlined #BRCA Testing Program Shows Promise in #OvarianCancer https://t.co/2sVUbLkXfE #hereditarycancernews #lynchsyndrome,Streamlined #BRCA Testing Program Shows Promise in #OvarianCancer #hereditarycancernews #lynchsyndrome,,"Montreal, Canada",Thu Oct 20 03:49:40 +0000 2016,Karen Lazarovitz,2769478221,2,1,1,1,2,0,1,,,,
788921815523524612,"RT @DarlingEbony: @NuBlackVision @ChantaBSN @angelaw676 Because of Willie Lynch Syndrome, BM have no understanding what protection minus op",RT      Because of Willie Lynch Syndrome  BM have no understanding what protection minus op,,,Thu Oct 20 01:56:32 +0000 2016,Ncamisile ★ Sibiya,2360192296,1,0,0,1,2,n/a,1,,,,
788921787794939904,"RT @DarlingEbony: @NuBlackVision @ChantaBSN @angelaw676 Because of Willie Lynch syndrome, BW have no reasonable expectation of protection f",RT      Because of Willie Lynch syndrome  BW have no reasonable expectation of protection f,,,Thu Oct 20 01:56:26 +0000 2016,Ncamisile ★ Sibiya,2360192296,1,0,0,1,2,n/a,1,,,,
788871594697486337,RT @writersamr: Yearly consultant appointment in the morning. :-/ Wish me luck! #cancersurvivor #lynchsyndrome,RT   Yearly consultant appointment in the morning   -  Wish me luck  #cancersurvivor #lynchsyndrome,,"Balearic Islands, Spain",Wed Oct 19 22:36:59 +0000 2016,Hamill Care,4855321349,1,2,0,1,0,1,1,,,,
788871389533106177,Yearly consultant appointment in the morning. :-/ Wish me luck! #cancersurvivor #lynchsyndrome,Yearly consultant appointment in the morning   -  Wish me luck  #cancersurvivor #lynchsyndrome,,England,Wed Oct 19 22:36:10 +0000 2016,writer sam,66095979,1,2,1,1,2,0,1,,,,
788858499757334530,Monday night I wrote a 5 page lynch syndrome research compliance report in an hour and got a 95%-bc I misspelled lynch for lunch,Monday night I wrote a 5 page lynch syndrome research compliance report in an hour and got a 95 -bc I misspelled lynch for lunch,,,Wed Oct 19 21:44:57 +0000 2016,Nataliaa,32159946,1,1,,1,1,1,1,,,,
788847195017637894,What Is Lynch Syndrome? https://t.co/c5o4BxGuOQ,What Is Lynch Syndrome  ,,"Boston, Massachusetts",Wed Oct 19 21:00:02 +0000 2016,Dana-Farber,15282064,1,2,1,1,2,0,0,,,,
788824525706113024,".@HHampel1: Freq of Lynch syndrome similar to BRCA, much less recognition, awareness. Up to 80% risk for CRC, high risk for other ca #ASHG16",   Freq of Lynch syndrome similar to BRCA  much less recognition  awareness  Up to 80  risk for CRC  high risk for other ca #ASHG16,,Global,Wed Oct 19 19:29:57 +0000 2016,Illumina Live Events,3241745228,1,1,,1,1,1,0,,,,
788809652393811968,RT @chemobrainfog: .@ShewithLynch Dr. Liz Jaffee at #CancerMoonshot discussing #Lynchsyndrome testing!,RT     Dr  Liz Jaffee at #CancerMoonshot discussing #Lynchsyndrome testing ,,Ireland,Wed Oct 19 18:30:51 +0000 2016,lynch syndrome irl,3294924027,1,1,,1,1,1,0,,,,
788809466846273540,RT @HumanPathology: Histopathology: Cytoplasmic MSH2 immunoreactivity in a patient with Lynch syndrome with an EPCAM-MSH2 fusion:... https:,RT   Histopathology  Cytoplasmic MSH2 immunoreactivity in a patient with Lynch syndrome with an EPCAM-MSH2 fusion     ,,Ireland,Wed Oct 19 18:30:06 +0000 2016,lynch syndrome irl,3294924027,1,1,,1,1,1,0,,,,
788776348374491136,Chance to hear highly articulate Sinead Feeney speak very movingly about how #Lynchsyndrome's affected her family. https://t.co/zQmDrpOgyO,Chance to hear highly articulate Sinead Feeney speak very movingly about how #Lynchsyndrome s affected her family  ,,London,Wed Oct 19 16:18:30 +0000 2016,Simon Inglethorpe,552925539,1,1,,1,1,0,1,,,,
788771433908363264,Yowza! Gratitude for all of my #NewFollowers! Have a stellar day!  G @ the #Nonprofit: https://t.co/yydRi3XU3C https://t.co/bqrxU4Q11q,Yowza  Gratitude for all of my #NewFollowers  Have a stellar day   G   the #Nonprofit  ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:58:59 +0000 2016,Georgia Hurst,932847330,0,1,0,1,2,1,NA,,,,
788771165984608257,"@sarabowdridge #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/NHPqD9kCSx", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:55 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
788771136003649536,"@georgeboy100 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/D1vsaYCEgQ", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:48 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
788771106366730240,"@HeidiGerig #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/vrFlOf1RgT", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:41 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788771074875863040,"@gopalak917 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/PIMS7ICkNn", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:33 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788771047549964288,"@FAPvoice #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/ZXhZ0HLTeb https://t.co/lHfYO0ync6", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:27 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
788771014901542912,"@bobbie_hunze #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/OQNl5mLP1q", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:19 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770981359685632,"@TraceyDittrich9 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/TDF0TTWNvo", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:11 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770954461614081,"@shadeycrow #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/2jSjS647IH", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:57:04 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,1,,,,
788770924707262465,"@2kclan1 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/ZXhZ0HLTeb https://t.co/XR55A5hMhe", 2kclan1 #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:56:57 +0000 2016,Georgia Hurst,932847330,0,1,1,1,2,1,0,,,,
788770894713761792,"@LarryMathieson #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/rce553J8yo", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:56:50 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770851319455744,"@provenanceLV #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/ggewZeWpZE", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:56:40 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770660243734528,"@polyakovaleila5 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/UuVaFI1Rqf", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:54 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770623178760192,"@mdnfuliving #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/jdmKEEAUH1", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:45 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770585283133440,"@CJBesch #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/ZXhZ0HLTeb https://t.co/cAHzD8zVRq", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:36 +0000 2016,Georgia Hurst,932847330,1,1,,1,1,1,0,,,,
788770553297457156,"@DarrionDaDon_ #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/tSOmgB1vL4", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:29 +0000 2016,Georgia Hurst,932847330,2,1,1,1,2,1,0,,,,
788770523115249664,"@kjstrasser #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/0RHyCik5AO", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:22 +0000 2016,Georgia Hurst,932847330,2,1,1,1,2,1,0,,,,
788770491775356928,"@_DiscoverWorld_ #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/m2zEUmREHz", _DiscoverWorld_ #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:14 +0000 2016,Georgia Hurst,932847330,2,1,1,1,2,1,1,,,,
788770455771418624,"@KuneyJackson274 #Lynchsyndrome #GenCSM: Gratitude for the follow! Yours, Georgia @ the #Nonprofit https://t.co/K2X5uY4NN5", #Lynchsyndrome #GenCSM  Gratitude for the follow  Yours  Georgia   the #Nonprofit ,"{'full_name': 'Manchester, MO', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/5574b7b200b9c750.json', 'place_type': 'city', 'name': 'Manchester', 'id': '5574b7b200b9c750', 'country': 'United States', 'bounding_box': {'coordinates': [[[-90.533436, 38.547211], [-90.465006, 38.547211], [-90.465006, 38.607713], [-90.533436, 38.607713]]], 'type': 'Polygon'}, 'country_code': 'US', 'attributes': {}}","Evanston, IL",Wed Oct 19 15:55:05 +0000 2016,Georgia Hurst,932847330,2,1,1,1,2,1,1,,,,
