"id","text","place","user_location","created_at","username","user_id"
"803754958248116224","RT @FaustoR36470483: Glioblastoma in patient with Lynch syndrome and MSH2 and MSH6 loss. New Opportunities for immunotherapy in these MSI a","","","Wed Nov 30 00:18:09 +0000 2016","Alejandro Borjas T.","182549290"
"844631177835298819","RT @Bowel_Cancer_UK: It's Lynch syndrome awareness day. Here's what you need to know about the genetic condition https://t.co/Bj8QtBFsbj ht","","Welwyn Garden City, UK","Wed Mar 22 19:25:39 +0000 2017","Daniel Sadie","1024744160"
"848272115090546688","@Vicc_Odin @Sammyveli @TheeSouthside Willie Lynch syndrome","","Birmingham, AL","Sat Apr 01 20:33:27 +0000 2017","العقل زينة","46187709"
"893818455815860224","RT @CharlotteLibov: Prevent #Cancer tips from a pioneer! #Colon, #HealthTips @DSKesslerLCSW, @TheSoBeTimes @sslopianka @JZSocialEnt https:/","","Miami Beach, Florida","Sat Aug 05 12:58:20 +0000 2017","The SoBe Times","829677452"
"893513889706643456","RT @CharlotteLibov: Prevent #Cancer tips from a pioneer! #Colon, #HealthTips @DSKesslerLCSW, @TheSoBeTimes @sslopianka @JZSocialEnt https:/","","Miami Beach, Florida","Fri Aug 04 16:48:06 +0000 2017","The SoBe Times","829677452"
"792045890584227840","RT @DeplorableTodd: More of this crap from her?  Indict her!! #Lynchsyndrome #MAGA3X #draintheswamp starting with her and then #COMEY and t","","","Fri Oct 28 16:50:30 +0000 2016","D.L.Orlando","785313037205004289"
"821440386002468866","RT @Bowel_Cancer_UK: Have you signed our petition to stop Lynch syndrome devastating families with cancer? Read more > https://t.co/rprBKUV","","Huddersfield, West Yorkshire","Tue Jan 17 19:33:44 +0000 2017","Jacqui Vance","820757181435904000"
"796069384485601280","Over 1.2 million people in the US have Lynch Syndrome #CRCwebinar","","Sacramento, CA","Tue Nov 08 19:18:26 +0000 2016","Sharyn Worrall","704670950319628288"
"834779600026677248","Dr Iris Landsdorp-Vogelaar: studies of value testing all people for Lynch Syndrome-seems it makes sense saving live https://t.co/L0Vcy5wvRr","","Sacramento, CA","Thu Feb 23 14:59:00 +0000 2017","Sharyn Worrall","704670950319628288"
"834495419702874112","Not everyone with Lynch Syndrome knows it ...@FightCRC https://t.co/xkyFKln91S","","Sacramento, CA","Wed Feb 22 20:09:46 +0000 2017","Sharyn Worrall","704670950319628288"
"874361489074696192","Article about Lynch Syndrome & cancer screening featuring @FightCRC MAB Member Heather Hampel MS LGC on my flight t https://t.co/mfu3ixTiPu","","Sacramento, CA","Mon Jun 12 20:23:18 +0000 2017","Sharyn Worrall","704670950319628288"
"852689667250155524","When a man goes mad we call it madness; when a society goes mad we call it Pakistani Muslim Ummah. #LynchSyndrome",""," Instagram: ali00ae ","Fri Apr 14 01:07:13 +0000 2017","(S.A.G)","507738342"
"893453422287925248","RT @Aiims1742: Second paper in a week (@JAMAOnc, 1st one in @Gut_BMJ) on genotype phenotype correlations in #LynchSyndrome  https://t.co/t4","","Sydney, New South Wales","Fri Aug 04 12:47:50 +0000 2017","Amy Prawira","110380117"
"793794564020547585","RT @BRCAresponder: Via @ShewithLynch What is #PGD ? https://t.co/OvsGsElRpU  #pregnancy #science #genetics #Lynchsyndrome #hereditarycancer","","Global","Wed Nov 02 12:39:06 +0000 2016","#GenCSM","3115854416"
"793798887282712576","@ShewithLynch ""NOVEMBER 2016 - Hereditary Cancer News"" is out!  https://t.co/ruNHciuala #hereditarycancer #Lynchsyndrome #news #GenCSM","","Global","Wed Nov 02 12:56:17 +0000 2016","#GenCSM","3115854416"
"797074237492228096","RT @ShewithLynch: #FF #Lynchsyndrome ====> @ShewithLynch #Ihavelynchsyndrome   Thee #Nonprofit for those with #Lynchsyndrome and... https:/","","Global","Fri Nov 11 13:51:21 +0000 2016","#GenCSM","3115854416"
"797074217569255424","RT @ShewithLynch: Gratitude to all of our veterans for your selfless service.  #VeteransDay  #Lynchsyndrome #HereditaryCancer #GenCSM https","","Global","Fri Nov 11 13:51:17 +0000 2016","#GenCSM","3115854416"
"797073839112982529","RT @ShewithLynch: #BRCA #Lynchsyndrome The #Documentary @pinkandbluedoc is coming to Chicago in #December! Buy your tickets now! https://t.","","Global","Fri Nov 11 13:49:46 +0000 2016","#GenCSM","3115854416"
"797073575790473216","RT @ShewithLynch: #Lynchsyndrome #GenCSM #HereditaryCancerNews is OUT! https://t.co/Sbcv0D5D4c","","Global","Fri Nov 11 13:48:44 +0000 2016","#GenCSM","3115854416"
"797074656100581376","RT @ColonCancerShow: Lynch Syndrome & Genetic Testing and Counseling, With @SheWithLynch @MyGeneCounsel https://t.co/rBKwT5QkHV","","Global","Fri Nov 11 13:53:01 +0000 2016","#GenCSM","3115854416"
"797074394879299584","RT @ShewithLynch: #BRCA #Lynchsyndrome The #Documentary @pinkandbluedoc is coming to Chicago in #December! Buy your tickets now!... https:/","","Global","Fri Nov 11 13:51:59 +0000 2016","#GenCSM","3115854416"
"797074378399825920","RT @ShewithLynch: #Lynchsyndrome The #Documentary @pinkandbluedoc is coming to Chicago in #December! Buy your tickets now! https://t.co/mwE","","Global","Fri Nov 11 13:51:55 +0000 2016","#GenCSM","3115854416"
"797074359231934464","RT @ShewithLynch: #Lynchsyndrome The #Documentary @pinkandbluedoc is coming to Chicago in #December! Buy your tickets now!... https://t.co/","","Global","Fri Nov 11 13:51:50 +0000 2016","#GenCSM","3115854416"
"797074260690927616","RT @ShewithLynch: #FF #Lynchsyndrome ====> @ShewithLynch #Ihavelynchsyndrome   Thee #Nonprofit for those with #Lynchsyndrome and #Hereditar","","Global","Fri Nov 11 13:51:27 +0000 2016","#GenCSM","3115854416"
"790628617185136640","RT @ShewithLynch: #LovesMeSome @BRCAresponder Stellar pic of you & @tweet4wellness #HereditaryCancerNews #BRCA #GenCSM #Lynchsyndrome https","","Global","Mon Oct 24 18:58:46 +0000 2016","#GenCSM","3115854416"
"790628594561069056","RT @ShewithLynch: #Lynchsyndrome @StopColonCancer Yes, but patients should consult with a #CertifiedGeneticCounselor prior to testing. http","","Global","Mon Oct 24 18:58:40 +0000 2016","#GenCSM","3115854416"
"790628541251461120","RT @patientpowereu: Hereditary colorectal cancer https://t.co/mI4FmcQUSw #coloncancer #LynchSyndrome @LynchCancers https://t.co/JgRNtcQd04","","Global","Mon Oct 24 18:58:28 +0000 2016","#GenCSM","3115854416"
"790628484896788480","RT @providerXchange: #LynchSyndrome accounts for 1 in 30 #tumours and heightens risk of other cancers https://t.co/TfU6TiCcLA","","Global","Mon Oct 24 18:58:14 +0000 2016","#GenCSM","3115854416"
"790627573759774721","RT @ShewithLynch: Your story gets old, it's what you learn and do with your story that truly matters.  #Lynchsyndrome #HereditaryCancer #Mo","","Global","Mon Oct 24 18:54:37 +0000 2016","#GenCSM","3115854416"
"790627524162138112","RT @ShewithLynch: #LynchsyndromeNews: NICE recommends screening for Lynch syndrome - https://t.co/ScA4RDuPoW","","Global","Mon Oct 24 18:54:25 +0000 2016","#GenCSM","3115854416"
"790627357795061760","RT @lizardlee: @ShewithLynch pls help spread word BRCA Protect needing more lynchies for their research! #london #lynchsyndrome #ucl","","Global","Mon Oct 24 18:53:45 +0000 2016","#GenCSM","3115854416"
"789972093446131712","RT @bccww: If you're in the UK see  #bowelcancer #LynchSyndrome  a chance to comment on NICE guidelines #Cancer https://t.co/0hRYDiLB9I","","Global","Sat Oct 22 23:29:58 +0000 2016","#GenCSM","3115854416"
"789972078938066944","RT @WestMidBowel: NICE recommends wider use of tests to detect cancer-causing genetic condition #Lynchsyndrome https://t.co/qe4aRaDL6j","","Global","Sat Oct 22 23:29:55 +0000 2016","#GenCSM","3115854416"
"789972058247532544","RT @ShewithLynch: #Lynchsyndrome #News Test everyone with #bowelcancer for inherited syndrome, NICE urges - https://t.co/s4ue9fz8OU https:/","","Global","Sat Oct 22 23:29:50 +0000 2016","#GenCSM","3115854416"
"789972047128465408","RT @ShewithLynch: #Lynchsyndrome #News: NICE recommends wider use of tests to detect cancer-causing genetic condition - https://t.co/hzlVdl","","Global","Sat Oct 22 23:29:47 +0000 2016","#GenCSM","3115854416"
"789967115075727360","RT @DanaFarber: Lynch syndrome is the most common hereditary form of colorectal cancer. https://t.co/c5o4BxGuOQ #crcsm","","Global","Sat Oct 22 23:10:11 +0000 2016","#GenCSM","3115854416"
"787976044724617216","RT @patientpowereu: Lifestyle in Lynch Syndrome patients https://t.co/88MOYCVgNo #LynchSyndrome https://t.co/Tr3PRdgeSN","","Global","Mon Oct 17 11:18:23 +0000 2016","#GenCSM","3115854416"
"787975927590375424","RT @WestMidBowel: Universal tumor screening for #Lynchsyndrome: health-care providers' perspectives. https://t.co/9utjXriSil","","Global","Mon Oct 17 11:17:55 +0000 2016","#GenCSM","3115854416"
"802356123286335488","RT @DrKhouryCDC: Lynch Syndrome: Check out Ohio's Statewide Colon Cancer Initiative.  https://t.co/ftjBvaX5Ry https://t.co/aQZnJVKWlJ","","Global","Sat Nov 26 03:39:41 +0000 2016","#GenCSM","3115854416"
"802356741417488384","RT @LguzzardiM: #GeneticTesting for  #Lynchsyndrome: An interview with UK expert, Dr. Kevin Monahan #HereditaryCancerNews #genCSM   https:/","","Global","Sat Nov 26 03:42:08 +0000 2016","#GenCSM","3115854416"
"802356723621171200","RT @BritSocGastro: New findings from @Bowel_Cancer_UK reveal families with #LynchSyndrome are being let down. Read the report https://t.co/","","Global","Sat Nov 26 03:42:04 +0000 2016","#GenCSM","3115854416"
"802356700615471105","RT @GIMJournal: Universal tumor screening for #Lynchsyndrome: health-care providers' perspectives https://t.co/Io9izdZhyl","","Global","Sat Nov 26 03:41:59 +0000 2016","#GenCSM","3115854416"
"802356666356432896","RT @AWomansHealth: @DanaFarber expert answers questions about #genetictesting for #LynchSyndrome here https://t.co/0mle0RWXvy #KnowYourRisk","","Global","Sat Nov 26 03:41:50 +0000 2016","#GenCSM","3115854416"
"801231968918716416","RT @ovariancancers: Incidence/survival after subsequent cancers carriers of  MMR variants with previous cancer...Lynch syndrome database ht","","Global","Wed Nov 23 01:12:42 +0000 2016","#GenCSM","3115854416"
"801231928577945600","RT @ovariancancers: agree but 1 in 3 people will be dx'd with cancer - need to extend the scope of the issue #ovariancancer #lynchsyndrome","","Global","Wed Nov 23 01:12:32 +0000 2016","#GenCSM","3115854416"
"801231483927199744","RT @WestMidBowel: Towards value-based universal #Lynchsyndrome identification in endometrial cancer patients. https://t.co/gtR0SxHuOu","","Global","Wed Nov 23 01:10:46 +0000 2016","#GenCSM","3115854416"
"801231179240407040","RT @patientpowereu: Lifestyle in Lynch Syndrome patients https://t.co/Zvecn3GLBx #LynchSyndrome https://t.co/HUGfDZnyDW","","Global","Wed Nov 23 01:09:33 +0000 2016","#GenCSM","3115854416"
"801231161418600448","RT @anticancerclub: #LynchSyndrome and #Cancer w/ @DanielleIsB https://t.co/q2a7D7WQzQ #crcsm","","Global","Wed Nov 23 01:09:29 +0000 2016","#GenCSM","3115854416"
"801230839568809984","RT @Aung_Ko_Win: #Alcohol consumption might increase #BowelCancer risk in people with #LynchSyndrome. Read more https://t.co/cpBXZg7qVf","","Global","Wed Nov 23 01:08:12 +0000 2016","#GenCSM","3115854416"
"801230822326095872","RT @eduCatalysis: Testing for #Lynchsyndrome: an interview with Kevin Monahan Bowel_Cancer_UK https://t.co/gr7WpoL2KK https://t.co/AgIAqQ5h","","Global","Wed Nov 23 01:08:08 +0000 2016","#GenCSM","3115854416"
"801230798225637377","RT @ovariancancers: would be nice to be able to download fact sheet without signing in - eg. patient easy access #lynchsyndrome eg. urothel","","Global","Wed Nov 23 01:08:03 +0000 2016","#GenCSM","3115854416"
"801230770715185152","RT @genesdontfit: #Survivor photo at @GYRIG #Houston #5K this morning! #coloncancer #lynchsyndrome #getscreened #checkyourbutt #gyrig https","","Global","Wed Nov 23 01:07:56 +0000 2016","#GenCSM","3115854416"
"801230597511409664","RT @LynchSyndromeAU: @LynchSyndromeAU: first ever poster presentation @COSAoncology: why 43% of Aussies with #Lynchsyndrome must manage the","","Global","Wed Nov 23 01:07:15 +0000 2016","#GenCSM","3115854416"
"804863970985345024","RT @ShewithLynch: #Lynchsyndrome #News: #TP53 Variants May Influence Cancer Risk in Taiwanese Lynch Syndrome Cohort - https://t.co/1GLG5rc7","","Global","Sat Dec 03 01:44:58 +0000 2016","#GenCSM","3115854416"
"804863938638778368","RT @ShewithLynch: #Lynchsyndrome #GenCSM #THEGENE #TweetChatOfTheYear Join us on Monday!  #Genomics #HereditaryCancer #Genetics... https://","","Global","Sat Dec 03 01:44:51 +0000 2016","#GenCSM","3115854416"
"804863916438409216","RT @ShewithLynch: Last night at @pinkandbluedoc in #Chicago!  @BRCAresponder @ShewithLynch @MyGeneCounsel #BRCA #Lynchsyndrome #HereditaryC","","Global","Sat Dec 03 01:44:45 +0000 2016","#GenCSM","3115854416"
"804863891650002944","RT @ShewithLynch: #Lynchsyndrome #GenCSM #THEGENE #TweetChatOfTheYear Join us on Monday!  #Genomics #HereditaryCancer #Genetics #Science #C","","Global","Sat Dec 03 01:44:40 +0000 2016","#GenCSM","3115854416"
"804863875598389249","RT @ShewithLynch: #Lynchsyndrome #HereditaryCancer #GenCSM  Last night at @pinkandbluedoc in #Chicago!  @BRCAresponder @ShewithLynch @MyGen","","Global","Sat Dec 03 01:44:36 +0000 2016","#GenCSM","3115854416"
"804863853683245056","RT @ShewithLynch: The best part of having #Lynchsyndrome is getting to work with @MyGeneCounsel and @BRCAresponder.  #GenCSM #HereditaryCan","","Global","Sat Dec 03 01:44:31 +0000 2016","#GenCSM","3115854416"
"805394377782820864","RT @ShewithLynch: @PathwayGenomics Thank you so much for sponsoring @pinkandbluedoc #Chicago! https://t.co/Zv44Gz4Euw #Lynchsyndrome #Hered","","Global","Sun Dec 04 12:52:37 +0000 2016","#GenCSM","3115854416"
"805395027417563136","Tomorrow on #GenCSM! Please join us with @DrSidMukherjee!  #Genetics #Genomics #Cancer #Science #MustReadBooks https://t.co/WEuk3nD19P","{'place_type': 'city', 'id': '8b351eeb91372dc7', 'country_code': 'US', 'name': 'Evanston', 'country': 'United States', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]]}, 'full_name': 'Evanston, IL'}","Global","Sun Dec 04 12:55:12 +0000 2016","#GenCSM","3115854416"
"805408348678094848","RT @GenC_SM: Tomorrow on #GenCSM! Please join us with @DrSidMukherjee!  #Genetics #Genomics #Cancer #Science #MustReadBooks #THEGENE #Lynch","","Global","Sun Dec 04 13:48:08 +0000 2016","#GenCSM","3115854416"
"805810301618753536","RT @WhatsInURGenes: Today 1 pm EST #GENCSM #CANCER #GENETICS --> @GenC_SM @ShewithLynch #lynchsyndrome @DrKhouryCDC https://t.co/mRgQpDMueJ","","Global","Mon Dec 05 16:25:21 +0000 2016","#GenCSM","3115854416"
"805826340574392320","RT @MyGeneCounsel: Join us 12/5 at 1pmET for #GenCSM's tweetchat w/ guest @PulitzerPriz-Winning Author, @DrSidMukherjee! #TheGene #Genetics","","Global","Mon Dec 05 17:29:05 +0000 2016","#GenCSM","3115854416"
"807899925820411904","And so it Continues: 5 Years with Lynch Syndrome https://t.co/f3BKyFwfwe","","Global","Sun Dec 11 10:48:47 +0000 2016","#GenCSM","3115854416"
"808834252288696320","RT @gyncsm: At risk for GYN cancers? Join #gyncsm tweet chat Wed 12/14 at 9pmET https://t.co/0B5uhU3VgY #BRCA #Lynchsyndrome @GenC_SM #Cowd","","Global","Wed Dec 14 00:41:27 +0000 2016","#GenCSM","3115854416"
"808848827843223552","Guardian of the Genome: An Overview of Li-Fraumeni Syndrome | I Have Lynch Syndrome... https://t.co/l2oi2rJ8xU","","Global","Wed Dec 14 01:39:22 +0000 2016","#GenCSM","3115854416"
"809837614043987968","The Role of Lynch Syndrome in Uterine Cancer Since March of 2014, The Society of Gynecologic Oncology has... https://t.co/n8v0FTPmze","","Global","Fri Dec 16 19:08:27 +0000 2016","#GenCSM","3115854416"
"801232104004734976","RT @ShewithLynch: Love seeing people using the hashatag --> #GenCSM in their tweets!   Woohoo!   #Genetics #Genomics #GeneticCancerSocialMe","","Global","Wed Nov 23 01:13:14 +0000 2016","#GenCSM","3115854416"
"801231621659750400","RT @ShewithLynch: #SurvivalGuideToThanksgiving #Lynchsyndrome Help out @DrKhouryCDC with his #Thunderclap! #NationalFamilyHistoryDay https:","","Global","Wed Nov 23 01:11:19 +0000 2016","#GenCSM","3115854416"
"801231537895305216","RT @ShewithLynch: #Lynchsyndrome #News Testing for Lynch syndrome: an interview with Kevin Monahan - https://t.co/DQ9sc90r0l","","Global","Wed Nov 23 01:10:59 +0000 2016","#GenCSM","3115854416"
"801230927850536960","RT @DeborahAlsina: It is just plain unacceptable that we are not providing adequate surveillance for those at highest risk of bowel cancer.","","Global","Wed Nov 23 01:08:34 +0000 2016","#GenCSM","3115854416"
"801230851308593152","RT @ShewithLynch: #Lynchsyndrome #News: Time running out for free cancer screening - https://t.co/TRSwQ3RXax","","Global","Wed Nov 23 01:08:15 +0000 2016","#GenCSM","3115854416"
"801230690842984448","RT @ShewithLynch: #Lynchsyndrome #BRCA Encourage families to collect & act on their health histories. https://t.co/XWzifWdQUN via... https:","","Global","Wed Nov 23 01:07:37 +0000 2016","#GenCSM","3115854416"
"801230677123350528","RT @ShewithLynch: Next #GenCSM with @DrSidMukherjee:  #HereditaryCancerSyndromes #BRCA #Lynchsyndrome #PTEN #FAP #LiFraumeni #RBI... https:","","Global","Wed Nov 23 01:07:34 +0000 2016","#GenCSM","3115854416"
"801230618147295232","RT @genesdontfit: In a #coloncancer diagnosis, #MSI and loss of #MMR but no #germline #variant, consider #POLE https://t.co/rjmKk57rmf #Lyn","","Global","Wed Nov 23 01:07:20 +0000 2016","#GenCSM","3115854416"
"801230460902776832","RT @ShewithLynch: #Lynchsyndrome #News: Testing for Lynch syndrome: an interview with Kevin Monahan - https://t.co/DQ9sc90r0l","","Global","Wed Nov 23 01:06:42 +0000 2016","#GenCSM","3115854416"
"801230444083740672","RT @ShewithLynch: #Lynchsyndrome #News: Palmetto GBA updates coverage determination for Lynch syndrome #genetictesting:  https://t.co/eJlq8","","Global","Wed Nov 23 01:06:38 +0000 2016","#GenCSM","3115854416"
"801230433014923264","RT @ShewithLynch: #Lynchsyndrome #News: Matthew Wright: After my father, I don't want anyone else to die of embarrassment - https://t.co/5K","","Global","Wed Nov 23 01:06:36 +0000 2016","#GenCSM","3115854416"
"801230416334069760","RT @ShewithLynch: #Lynchsyndrome #News: Charity calls for screening for genetic condition that can raise cancer risk - https://t.co/cGFpo4w","","Global","Wed Nov 23 01:06:32 +0000 2016","#GenCSM","3115854416"
"801188692777807872","RT @ShewithLynch: #Chicago on 12/1! Check out the @pinkandbluedoc!!! For tix-> https://t.co/mwEdFh9gzu  #BreastCancer #Genetics #BRCA #Lyn","","Global","Tue Nov 22 22:20:44 +0000 2016","#GenCSM","3115854416"
"799311538096050176","RT @ShewithLynch: Very honored and flattered to have @DrSidMukherjee as our next guest on #GenCSM.  #SID #THEGENE  #Lynchsyndrome https://t","","Global","Thu Nov 17 18:01:35 +0000 2016","#GenCSM","3115854416"
"811469886568484864","RT @WestMidBowel: Approach to #LynchSyndrome for the Gastroenterologist. https://t.co/kHJaadaEMn","","Global","Wed Dec 21 07:14:31 +0000 2016","#GenCSM","3115854416"
"811469861129977856","RT @LguzzardiM: @CDCgov #FamilyHistory & Genomics as Tools for #HereditaryCancer  Prevention #BRCA #lynchsyndrome #genCSM @Medscape  https:","","Global","Wed Dec 21 07:14:25 +0000 2016","#GenCSM","3115854416"
"814557850563387397","RT @ShewithLynch: DYK that I have #Lynchsyndrome and #FamilialHypercholesterolemia?  Lucky me. #NotSoMuch Learn more about #FH.  https://t.","","Global","Thu Dec 29 19:44:59 +0000 2016","#GenCSM","3115854416"
"814557764353687552","RT @ShewithLynch: @GeneticCouns @ERamosSD Gratitude for the shout-out! Looking forward to working on the #Moonshot for those with #Lynchsyn","","Global","Thu Dec 29 19:44:39 +0000 2016","#GenCSM","3115854416"
"814558301061074944","RT @ShewithLynch: #HappyHolidays @DrKhouryCDC @CDCgov!   Infinite gratitude for all you do to help us raise awareness for #Lynchsyndrome.","","Global","Thu Dec 29 19:46:47 +0000 2016","#GenCSM","3115854416"
"814558145058144257","RT @ShewithLynch: #Lynchsyndrome #BRCA #HereditaryCancer #MerryChristmas #HappyHolidays to all of the stellar #advocates out there! #YouKno","","Global","Thu Dec 29 19:46:10 +0000 2016","#GenCSM","3115854416"
"814558017408663552","RT @ColonCancerShow: Lynch Syndrome & Genetic Testing and Counseling, With @SheWithLynch @MyGeneCounsel https://t.co/rBKwT5QkHV","","Global","Thu Dec 29 19:45:39 +0000 2016","#GenCSM","3115854416"
"814897808042053632","@ShewithLynch ""END OF YEAR Edition 2016-Hereditary Cancer News is out! https://t.co/Pn1X8xGTY8 #Lynchsyndrome #hereditarycancer #GenCSM","","Global","Fri Dec 30 18:15:52 +0000 2016","#GenCSM","3115854416"
"816151936793767936","Next #GenCSM coming up soon...stay tuned for details! @MyGeneCounsel @BRCAresponder @ShewithLynch @MarkBoguskiMD https://t.co/BzgxKmmQJ4","{'place_type': 'city', 'id': '8b351eeb91372dc7', 'country_code': 'US', 'name': 'Evanston', 'country': 'United States', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]]}, 'full_name': 'Evanston, IL'}","Global","Tue Jan 03 05:19:19 +0000 2017","#GenCSM","3115854416"
"816152848417325056","RT @karenBRCAMTL: #hereditarycancer news #brca #lynchsyndrome #cancer #breastcancer #ovariancancer #menshealth #prostatecancer https://t.co","","Global","Tue Jan 03 05:22:57 +0000 2017","#GenCSM","3115854416"
"816153519954731008","RT @DrKhouryCDC: Do you have a family history of colorectal cancer? https://t.co/3OmiI8m45q #GenCSM https://t.co/ESq4GGHEUV","","Global","Tue Jan 03 05:25:37 +0000 2017","#GenCSM","3115854416"
"817170284700696577","RT @NancysPoint: Extraordinary piece of writing, @ShewithLynch, TY. https://t.co/SP7aVJQN0u #LynchSyndrome #HereditaryCancerNews @AmbryGene","","Global","Fri Jan 06 00:45:52 +0000 2017","#GenCSM","3115854416"
"817170121420603393","RT @BRCAresponder: #Phenomenal piece by #LynchSyndrome #advocate  @ShewithLynch  https://t.co/ShjD14d5iN  #HereditaryCancer #advocacy  at i","","Global","Fri Jan 06 00:45:13 +0000 2017","#GenCSM","3115854416"
"819538656759316481","Pathologist Seeks Earlier Answers for Families with Lynch Syndrome - Dialogue Blog - University of Rochester... https://t.co/g0OW2Putzv","","Global","Thu Jan 12 13:36:56 +0000 2017","#GenCSM","3115854416"
"819716057887887364","Hot Careers: Become a Certified Genetic Counselor! | I Have Lynch Syndrome https://t.co/KTdSmmsGeJ","","Global","Fri Jan 13 01:21:52 +0000 2017","#GenCSM","3115854416"
"819734249297367041","RT @DrKhouryCDC: It's Time for Nationwide Lynch Syndrome Screening. By @HHampel1 https://t.co/bXdCacz1ZX https://t.co/P0T9PpVCLu","","Global","Fri Jan 13 02:34:09 +0000 2017","#GenCSM","3115854416"
"819734173153984512","RT @DrKhouryCDC: Coping with Lynch Syndrome. By @ShewithLynch https://t.co/3vrfO9xoEU https://t.co/Z04RuPBNBk","","Global","Fri Jan 13 02:33:51 +0000 2017","#GenCSM","3115854416"
"819926311770660864","RT @ColonCancerShow: Lynch Syndrome & Genetic Testing and Counseling, With @SheWithLynch @MyGeneCounsel https://t.co/rBKwT5QkHV","","Global","Fri Jan 13 15:17:20 +0000 2017","#GenCSM","3115854416"
"820790729354203137","RT @DrKhouryCDC: Lynch Syndrome: Knowing Your Cancer Risk Could Save Your Life. Via @EverydayHealth https://t.co/bXdCacz1ZX https://t.co/lG","","Global","Mon Jan 16 00:32:14 +0000 2017","#GenCSM","3115854416"
"824148333493108736","#Lynchsyndrome Nice piece, Heather Hampel Doll! https://t.co/ZFmGo0C6wL","","Global","Wed Jan 25 06:54:09 +0000 2017","#GenCSM","3115854416"
"823720369014054912","RT @DrEmmaCrosbie: See our paper on #LynchSyndrome associated #OvarianCancer - open access - free to view! https://t.co/xF5cr2QDM2 @LynchSy","","Global","Tue Jan 24 02:33:34 +0000 2017","#GenCSM","3115854416"
"823720346054512640","RT @LguzzardiM: The #familyhistory of cancer #BRCA #HereditaryCancerNews #Lynchsyndrome #genCSM #Genetics   Via @HarvardHealth    https://t","","Global","Tue Jan 24 02:33:29 +0000 2017","#GenCSM","3115854416"
"823720305030000640","RT @Deeptiwriting: Grateful to @ShewithLynch for tackling death anxiety and #Lynchsyndrome on @AmbryGenetics patient blog. https://t.co/L9Q","","Global","Tue Jan 24 02:33:19 +0000 2017","#GenCSM","3115854416"
"823720207776628736","RT @MayoMedEd: Screening pts for #LynchSyndrome: similarities & diff between mismatch repair defects & microsatellite instability: https://","","Global","Tue Jan 24 02:32:56 +0000 2017","#GenCSM","3115854416"
"824598805454716928","RT @BRCAresponder: @AHealthBlog #NewBlogByG #CompassionFatigue: Compassion Fatigue | I Have #LynchSyndrome https://t.co/qb32xhQ21k  https:","","Global","Thu Jan 26 12:44:10 +0000 2017","#GenCSM","3115854416"
"824599482520236032","Woohoo! Over 2,000 followers!  #GenCSM with @MyGeneCounsel @BRCAresponder @ShewithLynch  #HereditaryCancer https://t.co/yWxX6h2naZ","{'place_type': 'city', 'id': '8b351eeb91372dc7', 'country_code': 'US', 'name': 'Evanston', 'country': 'United States', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]]}, 'full_name': 'Evanston, IL'}","Global","Thu Jan 26 12:46:51 +0000 2017","#GenCSM","3115854416"
"828348275266822145","RT @ShewithLynch: #CertifiedGeneticCounseling Needed BEFORE & After #GeneticTesting! The Genetic Test You Should Have On Your Radar... http","","Global","Sun Feb 05 21:03:13 +0000 2017","#GenCSM","3115854416"
"827683949535182849","RT @btrfly12: Study Summary | #Lynch syndromeAssociated #OvarianCancer Presents Early, Has Good Prognosis https://t.co/APmqbg1Ifo #gyncsm","","Global","Sat Feb 04 01:03:25 +0000 2017","#GenCSM","3115854416"
"827684580576608256","RT @mayocliniclabs: Should you get a genetic test for #LynchSyndrome? https://t.co/wSyqgaRqcn","","Global","Sat Feb 04 01:05:56 +0000 2017","#GenCSM","3115854416"
"827684499395923974","RT @tillypick: Big fan of this one here @ShewithLynch = #fierceadvocate of anyone battling #Lynchsyndrome and #HereditaryCancer. #inittoget","","Global","Sat Feb 04 01:05:36 +0000 2017","#GenCSM","3115854416"
"828006566314008576","#WorldCancerDay Yours truly with my brother Jimmy who died from colon cancer due to Lynch syndrome. https://t.co/QiBrgoGLCt","","Global","Sat Feb 04 22:25:23 +0000 2017","#GenCSM","3115854416"
"831245284982325248","LYNKED IN  Connecting and Empowering Lynch Syndrome Families - Dana-Farber Cancer Institute | Boston, MA https://t.co/sxJYVzZStQ","","Global","Mon Feb 13 20:54:54 +0000 2017","#GenCSM","3115854416"
"830745804075913216","RT @LguzzardiM: Pathological features & clinical behavior of #Lynchsyndrome assoc #ovariancancer #gyncsm #genCSM #hereditarycancer   https:","","Global","Sun Feb 12 11:50:08 +0000 2017","#GenCSM","3115854416"
